"ISO","Cases_Resistance_All","Cases_Resilience_All","Cases_Reduction_All","Cases_R2_fit_All","Tests_Resistance_All","Tests_Resilience_All","Tests_Reduction_All","Tests_R2_fit_All","Deaths_Resistance_All","Deaths_Resilience_All","Deaths_Reduction_All","Deaths_R2_fit_All","Cases_Peak_DOY","Tests_Peak_DOY","Deaths_Peak_DOY","Stringency_Mean_Cases_All","Stringency_Max_Cases_All","Stringency_Mean_Tests_All","Stringency_Max_Tests_All","Stringency_Mean_Deaths_All","Stringency_Max_Deaths_All","Stringency_Diff_Cases_All","Stringency_Diff_Tests_All","Stringency_Diff_Deaths_All","Stringency_DiffMax_Cases_All","Stringency_DiffMax_Tests_All","Stringency_DiffMax_Deaths_All","Stringency_DiffPreIn_Cases_All","Stringency_DiffPreIn_Deaths_All","Stringency_DiffOutIn_Cases_All","Stringency_DiffOutIn_Deaths_All","Stringency_Diff_MinMax_PreIn_Cases_All","Stringency_Diff_MinMax_PreIn_Deaths_All","Stringency_Diff_MinMax_OutIn_Cases_All","Stringency_Diff_MinMax_OutIn_Deaths_All","Stringency_Mean_Cases_Out","Stringency_Mean_Deaths_Out","Stringency_Min_Cases_Out","Stringency_Min_Deaths_Out","Stringency_Mean_Full","Stringency_Max_Full","Population","Pop_Dens","Country_Size","Median_Age","Aged_65_Older","Aged_70_Older","GDP_per_Capita","Extreme_Poverty","Cardio_Death_Rate","Diabetes_Prev","Female_Smokers","Male_Smokers","Handwashing_Facilities","Hospital_Beds_per_1000","Life_Expectancy","Human_Development_Index","Latitude","Avg_Temp","Power_Distance","Individualism","Masculinity","Uncertainty_Avoidance","Long_Term_Orientation","Indulgence","Most_Trusted","Conf_Government","Conf_Politicians","Conf_Parliament","Conf_WHO","Conf_Universities","Conf_Elections"
"MWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1328282828283,42.2952356020942,0,0,47.7868370607029,64.81,19129955,197.519,96851.2143135597,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.477,13.2630376815796,21.9,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3021917808219,51.2906637168142,11.11,11.11,56.2153674121406,80.09,32365998,96.254,336256.134809982,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.802,4.10681155323982,25.4,104,26,50,36,41,57,19.6,0.494160827494161,0.390781563126253,0.45311978645312,0.636211512717537,0.665666666666667,0.456122789456123
"NAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7890717299578,44.3394285714286,0,0,45.5425878594249,73.15,2540916,3.078,825508.771929825,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,22.9532232284546,20.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7167664670659,23.0280973451327,0,0,25.1782636655949,61.11,24206636,16.955,1427698.96785609,15.1,2.553,1.378,926,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.354,13.8976321220398,27.15,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"NGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2760204081633,54.0850961538462,5.56,5.56,58.1856862745098,85.65,206139587,209.588,983546.705918278,18.1,2.751,1.447,5338.454,NA,181.013,2.42,0.6,10.8,41.949,NA,54.69,0.532,9.07512235641479,26.8,NA,NA,NA,NA,13,84,13,0.434637245068539,0.367169179229481,0.39209726443769,0.706939949658396,0.63973063973064,0.405025125628141
"NIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31157894736842,8.15611111111111,0,0,10.3691318327974,16.67,6624554,51.667,128216.34699131,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,NA,NA,NA,0.9,74.48,0.658,12.8717041015625,24.9,NA,NA,NA,NA,NA,NA,4.2,0.354645354645355,0.235902569235902,0.271333333333333,0.603,0.504333333333333,0.330666666666667
"NLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0104867256637,44.3538916256158,0,0,50.4023322683706,79.63,17134873,508.544,33693.9832148251,43.2,18.779,11.881,48472.545,NA,109.361,5.29,24.4,27.3,NA,3.32,82.28,0.931,52.1327133178711,9.25,NA,NA,NA,NA,NA,NA,58.5,0.474747474747475,0.363731656184486,0.445950643030935,NA,NA,NA
"NOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7090404040404,34.8426767676768,0,0,40.3805825242718,79.63,5421242,14.462,374861.153367446,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.953,69.2493877410889,1.5,31,69,8,50,35,55,72.1,0.537373737373737,0.4394861392833,0.597840755735493,NA,NA,NA
"NPL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.866350877193,69.1134722222222,5.56,5.56,70.9885942492013,96.3,29136808,204.43,142527.065499193,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574,28.3739013671875,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8136363636364,34.7224137931034,11.11,11.11,39.2512779552716,96.3,4822233,18.206,264870.537185543,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.917,30.5583982467651,10.55,22,79,58,49,33,75,56.6,0.516882183908046,0.365649963689179,0.470160116448326,0.594372294372294,0.64750093949643,0.60687432867884
"OMN",-0.000125507625197244,0.0191336868252249,0.667776678167991,0.952044381296588,NA,NA,NA,NA,-2.13839990506444e-06,0.0180331161687242,0.534798534798535,0.752200012955711,275,NA,289,53.5006779661017,86.11,NA,NA,47.251875,73.15,-15.4304721936427,NA,-21.6792751597444,17.1788498402556,NA,-21.6792751597444,-32.6093220338983,-37.9119027777778,-15.4658314678606,-21.2992315573771,0,0,80.55,67.59,68.9665094339623,68.5511065573771,5.56,5.56,68.9311501597444,100,5106622,14.98,340895.994659546,30.7,2.355,1.53,37960.709,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.821,21.5023679733276,25.6,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"PAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6144690265487,57.19,0,0,57.3399679487179,96.3,220892331,255.573,864302.297191018,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562,30.3950204849243,21,55,14,50,70,50,0,23.3,0.569727891156463,0.411907234337141,0.495395948434622,0.503777148253069,0.758444216990788,0.555791710945802
"PAN",-0.000243684017309853,0.00878742197698568,0.383550178802405,0.959226073810176,-0.358588890101495,0.0137876151341534,0.696790664887402,0.928514551481899,-6.16487375451009e-06,0.0119582705076081,0.633082706766917,0.923411086754819,198,198,206,82.6357971014493,87.04,80.5287,87.04,82.4084337349398,87.04,14.6806213825994,12.5735242811502,14.4532580160899,19.0848242811502,19.0848242811502,14.4532580160899,-3.44405364481938,-2.97170912220309,21.6305056216287,22.229943168902,3.71000000000001,5.56,78.71,78.71,61.0052914798206,60.1784905660377,8.33,8.33,67.9551757188498,93.52,4314768,55.133,78261.077757423,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789,8.40896010398865,25.4,95,11,44,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",-0.000242497796453374,0.0155537863809743,0.772026400234415,0.976358176273677,-1.20459202121249,0.0175722933653445,0.764850950086593,0.954053381388243,-1.51304843532267e-05,0.0240419022882787,0.906350224502886,0.94761823823978,226,226,NA,80.1112962962963,85.19,82.6362790697674,85.19,82.5704081632653,85.19,8.40148798958703,10.9264707630582,10.860599856556,13.4801916932907,13.4801916932907,10.860599856556,0.649705387205373,16.214262329932,16.5393644781145,15.8110128144281,9.25999999999999,85.19,85.19,85.19,63.5719318181818,66.7593953488372,0,0,71.7098083067093,96.3,32971846,25.129,1312103.38652553,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74,0.75,9.19367692433298,20.6,64,16,42,87,25,46,4.2,0.179642736771149,0.113582743511965,0.0949966193373901,NA,0.532574974146846,0.251450017059024
"PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7917326732673,71.8161135371179,0,0,71.1206862745098,100,109581085,351.873,311422.260304144,25.2,4.803,2.661,7599.188,NA,370.437,7.07,7.8,40.8,78.463,1,71.23,0.699,12.9507329463959,25.85,94,32,64,44,27,42,5.3,0.717333333333333,0.571,0.619,0.717325227963526,0.72584419926446,0.611666666666667
"PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5093777777778,43.8758203125,0,0,44.5210223642173,83.8,8947027,18.22,491055.268935236,22.6,3.808,2.142,3823.194,NA,561.494,17.65,23.5,48.8,NA,NA,64.5,0.544,6.49189460277557,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7475884244373,83.33,37846605,124.027,305148.112910898,41.8,16.763,10.202,27216.445,NA,227.331,5.91,23.3,33.1,NA,6.62,78.73,0.865,51.9294681549072,7.85,68,60,64,93,38,29,24.1,0.320240622788393,0.218142548596112,0.300035423308537,NA,NA,NA
"PRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1034615384615,50.4544973544974,0,0,59.1853267973856,87.96,10196707,112.371,90741.4457466784,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.847,39.5714111328125,15.15,63,27,31,104,28,33,NA,0.372148450800136,0.290859667006456,0.382434301521438,NA,NA,NA
"PRY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9714285714286,68.725983935743,5.56,5.56,68.0927884615385,94.44,7132530,17.144,416036.514232385,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.702,23.4200191497803,23.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSE",-0.000121777953415287,0.0172472934339682,0.354516772905801,0.955009869428941,-0.119131697173013,0.00707459233808256,0.151770973003802,0.987471750212903,-1.16830307506779e-06,0.00460945337790495,0.194630872483222,0.595635066920484,251,296,271,83.7666666666667,87.04,82.41,82.41,75.6890322580645,82.41,13.6824813631523,12.3258146964856,5.60484695455014,16.9558146964856,12.3258146964856,5.60484695455014,0.436666666666667,-8.06981389578164,16.3504214559387,7.4305380495703,3.71000000000001,-0.920000000000002,87.04,82.41,67.416245210728,68.2584942084942,0,0,70.0841853035144,96.3,5101416,778.202,6555.38793269614,20.4,3.043,1.726,4449.898,1,265.91,10.59,NA,NA,NA,NA,74.05,0.686,31.8713626861572,19.3,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"QAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3156923076923,59.076050955414,0,0,64.8956862745098,86.11,2881060,227.322,12673.9162949473,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.856,25.3589611053467,27.15,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"ROU",-6.36084950359404e-05,0.00312376763810618,0.0543279288702927,0.408766262394655,-0.0626172533810032,0.00856653273377876,0.143604419104477,0.870057241837166,-2.25806830573455e-06,0.00414712637838645,0.107734806629834,0.909167028408447,229,224,237,42.59,42.59,42.59,42.59,43.9807692307692,45.37,-8.2264423076923,-8.2264423076923,-6.83567307692307,-8.2264423076923,-8.2264423076923,-6.83567307692307,-3.37822784810126,-0.83827838827839,-3.06023529411765,-4.02560872198667,3.7,6.48,42.59,45.37,45.6502352941176,48.0063779527559,0,0,50.8164423076923,87.04,19237682,85.129,225982.708595191,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.811,45.9671401977539,8.8,90,30,42,90,52,20,12.1,0.265827212311997,0.200769499825114,0.238194444444444,0.461059190031153,0.540628385698808,0.288421052631579
"RUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7100947867299,49.7796551724138,0,0,54.7700319488818,87.04,145934460,8.823,16540231.2138728,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816,61.5267314910889,-5.1,93,39,36,95,81,20,22.9,0.502440725244073,0.369330453563715,0.432919954904171,0.418867924528302,0.600949251551661,0.445028011204482
"RWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6349433962264,62.355991902834,11.11,11.11,64.4802931596091,90.74,12952209,494.869,26173.0053812221,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,4.617,NA,69.02,0.524,1.93583983182907,18.85,NA,NA,NA,NA,18,37,NA,NA,NA,NA,NA,NA,NA
"SAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1155555555556,60.4005095541401,0,0,60.442783171521,94.44,34813867,15.322,2272149.00143584,31.9,3.295,1.845,49045.411,NA,259.538,17.72,1.8,25.4,NA,2.7,75.13,0.853,24.2481441497803,24.65,NA,NA,NA,NA,36,52,NA,NA,NA,NA,NA,NA,NA
"SDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2550282485876,48.1120103092784,0,0,57.2318954248366,91.67,43849269,23.258,1885341.34491358,19.7,3.548,2.034,4466.507,NA,431.388,15.67,NA,NA,23.437,0.8,65.31,0.502,15.4340333938599,26.9,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"SEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.015,45.6034975369458,0,0,43.100032051282,77.78,16743930,82.328,203380.745311437,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,NA,67.94,0.505,14.5034675598145,27.85,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"SGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3357291666667,46.694769874477,19.44,19.44,53.6339215686274,85.19,5850343,7915.731,739.078045982108,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.932,1.35622549057007,26.45,74,20,48,8,72,46,NA,NA,NA,NA,NA,NA,NA
"SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8221864951769,69.44,686878,21.841,31449.0179021107,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,NA,NA,35.89,1.4,73,0.546,9.22055602073669,25.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1335483870968,33.0640659340659,0,0,37.8715335463259,88.89,7976985,104.7,76188.9684813754,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,NA,54.7,0.419,8.4515380859375,26.05,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"SLV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3620072992701,66.6194230769231,11.11,11.11,69.6861980830671,100,6486201,307.811,21072.0247164656,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674,13.7975587844849,24.45,71,27,19,88,49,48,NA,NA,NA,NA,NA,NA,NA
"SMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9170506912442,35.0515909090909,0,0,42.6989743589744,92.59,33938,556.667,60.9664305590236,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,43.9419193267822,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0128436018957,29.2387336244541,0,0,33.7544051446945,60.19,15893219,23.5,676307.191489362,16.8,2.731,1.496,NA,NA,365.769,6.05,NA,NA,9.831,0.9,57.4,NA,5.1441895365715,27.05,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"SRB",-5.38635945469797e-05,0.0342050558420915,0.814252973916839,0.976160414780761,-0.0421196355846418,0.028942220569055,0.75440454345904,0.964530692730286,-1.50486524108118e-06,0.0392398651706767,0.8984375,0.978840857596308,201,196,196,56.0575409836066,58.33,55.7881666666667,58.33,55.6828787878788,58.33,4.4738602018476,4.20448588490771,4.09919800611983,6.74631921824104,6.74631921824104,4.09919800611983,23.2406520947177,24.8360495195861,12.8239512400168,13.2568999519,34.26,34.26,55.55,55.55,43.2335897435897,42.4259788359788,2.78,2.78,51.583680781759,100,6804596,80.291,84749.1748763871,41.2,17.366,NA,14048.881,NA,439.415,10.08,37.7,40.2,97.719,5.609,76,0.787,44.2056636810303,10.55,86,25,43,92,52,28,16.3,0.334038054968288,0.232690935046395,0.28515763372299,0.32034632034632,0.498442367601246,0.310597726439311
"SSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9783913043478,50.1819841269841,0,0,56.4334185303514,86.11,11193729,NA,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,7.85690915584564,26.9,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"STP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,219161,212.841,1029.69352709299,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,NA,NA,41.34,2.9,70.39,0.589,0.873242396861315,23.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6762068965517,60.5934259259259,0,0,62.7719808306709,100,586634,3.612,162412.513842746,29.6,6.933,4.229,13767.119,NA,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.72,3.91784679889679,25.7,85,47,37,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5321132075472,43.1638129496403,0,0,46.5169009584665,87.04,5459643,113.128,48260.757725762,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.855,48.6805667877197,6.8,104,52,110,51,77,28,21.4,0.369241192411924,0.299965600275198,0.41974043715847,NA,NA,NA
"SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6055601659751,41.6398728813559,0,0,46.5693092105263,89.81,2078932,102.619,20258.7435075376,44.5,19.062,12.93,31400.84,NA,153.493,7.25,20.1,25,NA,4.5,81.32,0.896,46.1458263397217,8.9,71,27,19,88,49,48,25.3,0.289959016393443,0.202527322404372,0.30163706025775,NA,NA,NA
"SWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2784482758621,39.9155080213904,0,0,48.6957188498403,64.81,10099270,24.718,408579.577635731,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,NA,2.22,82.8,0.933,62.1916255950928,2.1,31,71,5,29,53,78,62.8,0.49011588275392,0.417695473251029,0.56431252132378,NA,NA,NA
"SWZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0729864253394,60.2745,0,0,61.1355555555556,89.81,1160164,79.492,14594.7265133598,21.5,3.163,1.845,7738.975,NA,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.588,26.5264654159546,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6859333333333,93.52,98340,208.354,471.985179070236,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,NA,3.6,73.4,0.797,4.67216801643372,27.15,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"SYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5579078014184,55.6261403508772,0,0,55.2886900958466,87.04,17500657,NA,NA,21.7,NA,2.577,NA,NA,376.264,NA,NA,NA,70.598,1.5,72.7,0.536,34.8072757720947,18.75,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"TCD",-6.33148013750757e-07,0.0132016111028651,0.440045248868778,0.941921747804384,NA,NA,NA,NA,-3.16574006875379e-08,0.0431361454095352,1,0.945074678960171,291,NA,282,66.67,66.67,NA,NA,66.5423529411765,66.67,10.7543130990415,NA,10.626666040218,10.7543130990415,NA,10.626666040218,-0.263363636363636,-0.478934187536396,16.0361135371179,18.130781512605,1.86,1.86,66.67,66.67,50.6338864628821,48.4115714285714,0,0,55.9156869009585,88.89,16425859,11.833,1388139.86309473,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,NA,NA,5.818,NA,54.24,0.404,15.4602539539337,26.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1831730769231,73.15,8278737,143.366,57745.4696371525,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.503,8.60251426696777,27.15,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"THA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3544129554656,37.6874131274131,0,0,45.5741389728097,76.85,69799978,135.132,516531.820738241,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.755,13.0305905342102,26.3,64,20,34,64,32,45,28.9,0.527292576419214,0.444940476190476,0.518602029312289,0.616066770996348,0.67816091954023,0.556537753222836
